"Forfatter-Escritor","Land-País","Tittel1-Título","1","Sjanger-Género","Oversetter-Traductor","Tittel2-Título","Utgivelsessted-Lugar de publicación","Utgivelsesår2-Año de publicación","Forlag-Editorial","For- eller Etterord-Prólogo o Epílogo","Språk-Idioma"
"Uslar Pietri, Arturo (1906-2001)","Venezuela","""La mosca azul"", en Treinta hombres y sus sombras","1949","Novelle/Cuento","Risvik, Kjell","""Spyflua"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Arguedas, José María (1911-69)","Perú","""La muerte de los hermanos Arango""","1953,1955","Novelle/Cuento","Angvik, Birger","""Arango-ane døyr"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Bosch, Juan (1909-2001)","República Dominicana","""La mujer"", en Camino real ","1933","Novelle/Cuento","Risvik, Kjell","""Kvinnen"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Azúa, Félix de (1944)","España","""La pasajera"", publicado en El País, 18 nov. 1990","1990","Novelle/Cuento","Worren, Arne","""Kvinnen i bussen"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Cortázar, Julio (1914-84)","Argentina","""Las armas secretas"", en Las armas secretas","1959","Novelle/Cuento","Risvik, Kjell","""De hemmelige våpen"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Pardo Bazán, Emilia (1851-1921)","España","""Las medias rojas"", en Cuentos de la tierra ","1923","Novelle/Cuento","Näumann, Kari","""De røde strømpene"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Benedetti, Mario (1920-2009)","Uruguay","""Los astros y vos"", en Con o sin nostalgia ","1977","Novelle/Cuento","Risvik, Kjell","""Stjernene og du"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"García Márquez, Gabriel (1927-2014)","Colombia","""Los funerales de la Mamá Grande"", en Los funerales de la Mamá Grande","1962","Novelle/Cuento","Risvik, Kjell","""Den store mammas begravelse"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Ribeyro, Julio Ramón (1929-94)","Perú","""Los gallinazos sin plumas"", en La palabra del mundo, cuentos 1952-1972","1972","Novelle/Cuento","Risvik, Kjell","""Åtselgribber uten fjær"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Mujica, Héctor (1927-2002)","Venezuela","""Los tres testimonios"", en Los tres testimonios y otros cuentos","1967","Novelle/Cuento","Angvik, Birger","""Tre vitner"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Cordova Claure, Ted (1936-2011)","Bolivia","""Malas palabras"", en Narradores bolivianos: antología ","1969","Novelle/Cuento","Angvik, Birger","""Skitne ord"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Cela, Camilo José (1916-2002)","España","""Marcelo Brito"", en Nuevo retablo de don Cristobita. Invenciones, figuraciones y alucinaciones","1957","Novelle/Cuento","Risvik, Kjell","""Marcelo Brito"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Fernández Santos, Jesús (1926-88)","España","""Muy lejos de Madrid"", en Cabeza rapada","1958","Novelle/Cuento","Worren, Arne","""Langt borte fra Madrid"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Rulfo, Juan (1917-86)","México","""No oyes ladrar los perros"", en El llano en llamas ","1953","Novelle/Cuento","Risvik, Kjell","""Hører du ikke hundene?"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Rulfo, Juan (1917-86)","México","""Nos han dado la tierra"", en El llano en llamas","1953","Novelle/Cuento","Angvik, Birger","""Jorda dei gav oss"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Tusquets, Esther (1936-2012)","España","""Orquesta de verano"" , en Siete miradas en un mismo paisaje ","1981","Novelle/Cuento","Kemény, Kari","""Sommerorkester"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Marqués, René (1919-49)","Puerto Rico","""Otro día nuestro"", en Otro día nuestro ","1955","Novelle/Cuento","Risvik, Kjell","""Nok en dag som er vår"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Santiago, Elena (1941)","España","""Paja, mujer…"", en Relato con lluvia y otros cuentos ","1987","Novelle/Cuento","Baggethun, Kirsti","""Paca"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Cáceres Lara, Víctor (1915-93)","Honduras","""Paludismo"", en Humus","1952","Novelle/Cuento","Risvik, Kjell","""Sumpfeber"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Matute, Ana María (1926-2014)","España","""Pecado de omisión"", en Historias de la Artámila ","1961","Novelle/Cuento","Näumann, Kari","""Unnlatelsessynd"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Lynch, Marta (1925-85)","Argentina","""Por Adelaide"", en Los dedos de la mano ","1976","Novelle/Cuento","Risvik, Kjell","""For Adelaida"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Agustín, José (1944)","México","""Punto decisivo"", en La mirada en el centro""","1977","Novelle/Cuento","Risvik, Kjell","""Det avgjørende punkt"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Benet, Juan (1928-90)","España","""Reichenau"", en Cinco narraciones y dos fábulas ","1972","Novelle/Cuento","Fløgstad, Kjartan","""Reichenau"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Cervantes Saavedra, Miguel de (1547-1616)","España","""Rinconete y Cortadillo"", en Novelas ejemplares ","15901612","Novelle/Cuento","Worren, Arne","""Rinconete og Cortadillo"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Gutiérrez Nájera, Manuel (1859-95)","México","""Rip-Rip el aparecido"" en Cuentos de color de humo","1898","Novelle/Cuento","Risvik, Kjell","""Gjenferdet Rip-Rip"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Moix, Ana María (1947-2014)","España","""Ronda de noche"", en Madres e hijas","1996","Novelle/Cuento","Kemény, Kari","""Natterunden"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Vila-Matas, Enrique (1948)","España","""Rosa Schwarzer vuelve a la vida"", en Suicidios ejemplares","1991","Novelle/Cuento","Worren, Arne","""Rosa Schwarzer vender tilbake til livet"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Cardenal, Ernesto (1925)","Nicaragua","""Salmo 1"", en Salmos","1964","Lyrikk/Poesía","Angvik, Birger","""1. salme"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Cardenal, Ernesto (1925)","Nicaragua","""Salmo 34"", en Salmos ","1964","Lyrikk/Poesía","Angvik, Birger","""Salme 34"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Cardenal, Ernesto (1925)","Nicaragua","""Salmo 36"", en Salmos","1964","Lyrikk/Poesía","Angvik, Birger","""Salme 36"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Soria Gamarra, Óscar (1917-88)","Bolivia","""Sangre en San Juan"", en Narradores bolivianos","1969","Novelle/Cuento","Risvik, Kjell","""Sankthansnattens blod"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Donoso, José (1924-96)","Chile","""Santelices"", en Los mejores cuentos de José Donoso","19621966","Novelle/Cuento","Risvik, Kjell","""Santelices"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Muñoz Molina, Antonio (1956)","España","""Si tú me dices ven"", en Nada del otro mundo","1993","Novelle/Cuento","Risvik, Kjell","""Hvis du sier meg kom"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Brunet, Marta (1897-1967)","Chile","""Soledad de la sangre"", en Aguas abajo","1943","Novelle/Cuento","Risvik, Kjell","""Blodets ensomhet"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Collazos, Óscar (1942)","Colombia","""Son de máquina"", en Son de máquina","1967","Novelle/Cuento","Angvik, Birger","""Son de máquina"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Fuentes, Carlos (1928-2012)","México","""Un alma pura"", en Cantar de ciegos ","1964","Novelle/Cuento","Risvik, Kjell","""En ren sjel"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Llamazares, Julio (1955)","España","""Un cadáver de pavo en la nevera"", en En mitad de ninguna parte ","1995","Novelle/Cuento","Worren, Arne","""Liket av en kalkun i kjøleskapet"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Onetti, Juan Carlos (1909-94)","Uruguay","""Un sueño realizado"", en Un sueño realizado y otros cuentos","1951","Novelle/Cuento","Angvik, Birger","""Ein draum som vart verkeleg"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Vargas Llosa, Mario (1936)","Perú","""Un visitante"", en Los jefes ","1959","Novelle/Cuento","Risvik, Kjell","""Et besøk"", en Latin-Amerika forteller 2","Oslo","1980","De norske Bokklubbene","","Norsk bokmål/Noruego"
"Desnoes, Edmundo (1930)","Cuba","""Una aventura en el Trópico"", en Memorias del subdesarrollo","1965","Novelle/Cuento","Angvik, Birger","""Tropeeventyret"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Abad, Mercedes (1961)","España","""Una bonita combinación"", en Cuentos de este siglo: 30 narradoras contemporáneas","19891995","Novelle/Cuento","Kemény, Kari","""En nydelig kombinasjon"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Azorín (1873-1967)","España","""Una ciudad y un balcón"", en Castilla","1912","Novelle/Cuento","Tønseth, Jan Jakob","""En by og en balkong"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Carpentier, Alejo (1904-80)","Cuba","""Viaje a la semilla"", en Guerra del tiempo","19441956","Novelle/Cuento","Risvik, Kjell","""Reisen til frøet"", en Latin-Amerika forteller 1","Oslo","1980","Den Norske Bokklubben","Risvik, Kjell (Forord)","Norsk bokmål/Noruego"
"Larra, Mariano José de (1809-37)","España","""Vuelva usted mañana"", en Artículos de costumbres ","1833","Novelle/Cuento","Näumann, Kari","""Kom tilbake i morgen!"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Délano, Poli (1936)","Chile","""Como la hiena"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Som hyenen"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Délano, Poli (1936)","Chile","""La misma esquina del mundo"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Ved samme hjørne"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Délano, Poli (1936)","Chile","""Marionetas"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Marionetter"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Donoso Pareja, Miguel (1931)","Ecuador","“La ventana”, en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Vinduet"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Donoso Pareja, Miguel (1931)","Ecuador","""Tendrías que estar aquí"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Du skulle ha vært her"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"González, José Luis (1926-96)","Puerto Rico","""Historia de vecinos"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""En historie om to naboer"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"González, José Luis (1926-96)","Puerto Rico","""La noche en que volvimos a ser gente"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Den kvelden vi ble mennesker igjen"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Lidio Pitty, Dimas (1941)","Panamá","""La noche de las arañas"", en ¡Exilio!  y en El centro de la noche ","1977","Novelle/Cuento","Gjerløw, Turid","""Edderkoppens natt"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Orgambide, Pedro (1929-2003)","Argentina","""Fiesta en el jardín"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Arena i hagen"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Orgambide, Pedro (1929-2003)","Argentina","""Yuri"" en Historias cotidianas y fantásticas y en ¡Exilio! ","19651977","Novelle/Cuento","Gjerløw, Turid","""Yuri"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Orgambide, Pedro (1929-2003)","Argentina","""No hagas tango"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Tango"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Vallejo, César (1892-1938)","Perú","""Alféizar"", en ""Escalas melografiadas"" ","1923","Novelle/Cuento","Angvik, Birger","""Opning i muren"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Hernández, Juan José (1931-2007)","Argentina","""La viuda"", en El inocente ","1965","Novelle/Cuento","Angvik, Birger","""Enkja"", en Moderne latin-amerikanske noveller","Oslo","1973","Pax","Angvik, Birger (Etterord)","Nynorsk/Nuevo noruego"
"Chávez Alfaro, Lizandro (1929-2006)","Nicaragua","""Última ofrenda"", en ¡Exilio! ","1977","Novelle/Cuento","Gjerløw, Turid","""Det største offer"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Norsk bokmål/Noruego"
"Alonso Martínez de Toledo, Arcipreste de Talavera (1398-1470?)","España","El Corbacho o Reprobación del amor mundano ","1438","Novelle/Cuento","Prytz, Otto","""Krabasken"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Don Juan Manuel (1282-1348?)","España","""Exemplum XXXII"", en El libro del conde Lucanor","13301335","Novelle/Cuento","Prytz, Otto","""Grev Lucanor og Patronio"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"García Márquez, Gabriel (1927-2014)","Colombia","Prólogo del libro ¡Exilio! ","1977","","Gjerløw, Turid","""Og så lar de teppet gå opp"", en I eksil. Latinamerikanske noveller","Oslo","1978","H. Aschehoug&CO (W. Nygaard) AS","García Márquez, Gabriel (Forord)","Nynorsk/Nuevo noruego"
"Quevedo, Francisco de (1580-1645)","España","""El Mundo por de dentro"" (1612-1627) en Sueños y discusos (1605-22)","1627","Novelle/Cuento","Davenport, Randi L.","""Verden fra innside"", en Spania forteller. Spanske noveller","Oslo","1999","De norske Bokklubbene","Worren, Arne (Innledning)","Norsk bokmål/Noruego"
"Pout, Manuel (1964)","Chile","Fábulas duras (2004), Sueños y pesadillas (2005), La Bestia (2008)","2014","Novelle/Cuento","Hagerup, Henning","Fabler","Oslo","2014","Bokvennen","Hagerup, Henning (Etterord)","Norsk bokmål/Noruego"
"Vásquez, Juan Gabriel (1973)","Colombia","El ruido de las cosas al caer","2011","Roman/Novela","Rugstad, Christian","Lyden av ting som faller","Oslo","2015","Aschehoug","","Norsk bokmål/Noruego"
"Redondo, Dolores (1969)","España","Legado en los huesos","2013","Roman/Novela","Bakkejord, Kaja Rindal","Knoklenes arv","Oslo","2015","Cappelen Damm","","Norsk bokmål/Noruego"
"Bolaño, Roberto (1953-2003)","Chile","2666","2004","Roman/Novela","Solum, Kristina","2666","Oslo","2015","Cappelen-Damm","","Norsk bokmål/Noruego"
"Meléndez Valdés, Juan (1754-1817)","España","""A Dorila"", en/i  Sainz de Robles, Federico Carlos (ed) (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","1782","Lyrikk/Poesía","Sletsjøe, Leif","""Til Dorila"", en/i Spansk lyre","Oslo","1982","H. Ascheoug & CO. (W. Nygaard)","","Norsk bokmål/Noruego"
